Gene_ID	adj.P.Val
2261	0.2567
201501	0.2589
10381	0.2589
112950	0.2589
116832	0.2589
644100	0.2596
231	0.2599
59335	0.2607
7364	0.2615
8811	0.2631
8434	0.264
4225	0.264
54897	0.2645
1001	0.2645
359948	0.2651
6525	0.2651
667	0.2651
5911	0.2651
83593	0.2651
245973	0.2651
11162	0.2652
-	0.2652
124935	0.2652
91975	0.2665
28962	0.2678
7366	0.2686
1491	0.2686
26575	0.2686
26471	0.2686
729966	0.2687
60481	0.2696
3636	0.27
6876	0.27
134957	0.27
3918	0.27
131566	0.27
5740	0.27
2152	0.2701
22891	0.2703
5210	0.2706
771	0.2707
9577	0.2707
25822	0.2721
10948	0.2726
23231	0.2736
90933	0.2736
22854	0.2736
64094	0.2736
401551	0.275
7053	0.275
255743	0.275
56164	0.2752
3685	0.2769
2762	0.2769
284018	0.2769
1287	0.2769
3977	0.2769
-	0.2771
9766	0.2776
59307	0.2782
27086	0.2782
80114	0.2782
10273	0.2786
2037	0.2789
2015	0.2793
7903	0.2793
23545	0.2798
5305	0.2798
55859	0.2809
10637	0.2809
9537	0.2809
771	0.2813
-	0.2821
3091	0.2825
10753	0.2825
256236	0.2825
8492	0.2825
94233	0.2834
256764	0.2858
-	0.2866
946	0.2894
10555	0.2895
55256	0.2911
147694	0.2939
643161	0.2957
9187	0.2957
8519	0.2958
5704	0.2958
2247	0.2959
9289	0.2959
219968	0.2959
445	0.2959
8379	0.2959
65981	0.2959
6194	0.2959
80789	0.2959
1052	0.2976
7903	0.2983
10551	0.2983
5033	0.2983
89797	0.3006
27243	0.3006
57142	0.3007
79744	0.3007
24145	0.3007
6252	0.3007
10743	0.3007
2627	0.3007
6236	0.3021
57088	0.3021
22978	0.3024
131566	0.3024
3939	0.3042
81615	0.3045
89822	0.3046
8303	0.3061
9651	0.3061
23180	0.3066
152189	0.3066
4070	0.3078
2132	0.3098
55646	0.3102
218	0.3102
2920	0.3102
6505	0.3104
9580	0.3104
91860	0.3104
29934	0.3105
1789	0.3105
3091	0.3105
6988	0.3105
5886	0.3105
26022	0.3105
5836	0.3105
3488	0.3105
3688	0.3105
283209	0.3105
64167	0.3105
10990	0.3105
4013	0.3105
221079	0.3105
587	0.3105
166614	0.3105
112770	0.3105
55697	0.3105
79647	0.311
387332	0.3111
9388	0.3131
23576	0.3137
54869	0.3141
127550	0.3149
8900	0.3158
5937	0.3158
29893	0.3158
10974	0.3163
8848	0.3163
55890	0.3169
51501	0.3169
29968	0.3169
3099	0.3169
115908	0.3169
4594	0.318
399693	0.318
9615	0.318
79660	0.318
80139	0.318
4148	0.3184
11077	0.3196
662	0.3196
112849	0.3197
23469	0.3197
137682	0.321
9076	0.321
1295	0.3211
27111	0.3211
22838	0.3211
340706	0.3214
50617	0.3225
84984	0.3229
387921	0.3229
23584	0.3241
10082	0.3241
27122	0.3258
4638	0.3261
3569	0.3265
672	0.3265
4750	0.3265
-	0.3265
55859	0.3265
115908	0.3265
80726	0.3273
79007	0.3281
54843	0.3292
64601	0.3305
284086	0.3323
80727	0.3323
2070	0.3329
7167	0.3334
64423	0.3354
3918	0.3355
54809	0.3355
1462	0.3355
9767	0.3359
5271	0.3363
3570	0.3363
23228	0.3369
7032	0.337
-	0.3378
83541	0.3382
1998	0.3404
79803	0.3409
6016	0.3409
3034	0.3436
5885	0.3458
55521	0.3459
64782	0.3475
113791	0.3483
171546	0.3494
79755	0.3494
4739	0.3494
5318	0.3494
54971	0.3494
26052	0.3494
55092	0.3496
55540	0.3496
79783	0.3499
9377	0.3499
8495	0.3518
10439	0.3518
1632	0.3524
64744	0.3524
79990	0.3527
716	0.3527
403	0.3533
27085	0.3533
149951	0.3533
80127	0.3533
9991	0.3545
1660	0.3547
5168	0.3547
55764	0.3547
64423	0.3547
25805	0.3547
100506289	0.3548
117247	0.3548
728233	0.3549
-	0.3549
6457	0.3549
170261	0.3549
3915	0.3549
6258	0.3551
35	0.3551
10656	0.3562
7780	0.3562
5744	0.358
51231	0.358
7188	0.358
133957	0.3583
6242	0.3613
970	0.3613
2710	0.3613
22854	0.3628
10158	0.3647
11079	0.3647
55008	0.3647
83666	0.366
5082	0.3672
252952	0.3672
84056	0.3679
146395	0.3692
3202	0.3692
84896	0.3701
140578	0.3701
3081	0.3702
5436	0.3703
30061	0.3705
83866	0.3717
51004	0.3721
3620	0.3724
146802	0.374
4883	0.3745
11329	0.3745
10516	0.3752
29	0.3752
3909	0.3758
1491	0.3758
6249	0.3758
10079	0.3793
23368	0.3797
56145	0.3802
8659	0.3802
2274	0.3811
9093	0.3819
51057	0.3826
260294	0.3826
1647	0.3828
80347	0.3828
6712	0.3829
57678	0.3829
155006	0.3829
1660	0.38299999999999995
147685	0.385
821	0.386
976	0.386
147664	0.386
10107	0.386
145447	0.386
80742	0.3866
2222	0.3872
154661	0.3872
537	0.3872
958	0.3872
8916	0.3872
11015	0.3872
148014	0.3874
65009	0.3874
55357	0.3877
3872	0.3878
154214	0.3883
79365	0.3883
11103	0.3883
64115	0.3883
9185	0.3887
6941	0.3889
4345	0.3889
56983	0.3905
90850	0.3907
84440	0.3907
4739	0.3907
-	0.3914
55833	0.3916
7203	0.3916
9274	0.3916
23047	0.3916
9196	0.3917
59269	0.3917
6519	0.3917
89870	0.3917
59286	0.3935
54865	0.3935
84992	0.3935
8938	0.3943
11234	0.3948
55328	0.3948
8867	0.3948
84561	0.3965
3990	0.3965
1809	0.3965
23767	0.39899999999999997
51534	0.3992
55841	0.3994
955	0.3996
26206	0.4002
10660	0.4002
978	0.4014
55286	0.4026
7025	0.4026
5493	0.4026
694	0.4026
81671	0.4026
9582	0.4034
2745	0.4034
10418	0.4034
4087	0.4034
-	0.4042
54880	0.4048
604	0.4048
124402	0.4048
65268	0.4048
4157	0.4048
4192	0.4048
816	0.4048
9204	0.4048
57718	0.4048
64411	0.4048
80833	0.4057
55332	0.4057
558	0.4057
10136	0.4057
205	0.4057
9657	0.4057
26018	0.4088
715	0.4088
11001	0.4088
55544	0.4088
197131	0.4117
57380	0.4117
148641	0.4124
7429	0.4124
27111	0.4124
7172	0.4131
10611	0.4131
7057	0.4133
25932	0.4133
3384	0.4139
352954	0.4139
51280	0.4147
84152	0.4147
53345	0.4147
282809	0.4147
-	0.4147
158326	0.4147
5223	0.4147
4688	0.4148
93973	0.4148
10124	0.4148
114907	0.4148
54806	0.4156
54951	0.4161
3956	0.4165
3983	0.4167
22917	0.4167
23779	0.4172
7919	0.4172
55666	0.4172
5170	0.4185
54971	0.4188
1176	0.4188
139599	0.4195
55355	0.4195
583	0.4195
4072	0.42100000000000004
22888	0.42100000000000004
4281	0.4221
56034	0.4221
11186	0.4221
155465	0.4221
5585	0.4225
121506	0.4225
283991	0.4225
339324	0.4227
343099	0.4227
3249	0.4233
4033	0.4233
3489	0.4233
4507	0.4233
7593	0.4233
29015	0.4233
11130	0.4233
83658	0.4233
10683	0.4246
747	0.4246
138065	0.4249
65109	0.4264
2307	0.4264
163071	0.4264
91607	0.4264
27230	0.4268
51070	0.4268
22950	0.4268
6256	0.4275
6692	0.4275
79071	0.4275
2026	0.4275
8225	0.4287
55954	0.4298
7621	0.43
200959	0.43
445	0.4345
127845	0.4354
5976	0.4359
255104	0.4364
210	0.4385
7152	0.4389
5118	0.4389
8905	0.4389
143630	0.4389
728229	0.4392
1525	0.4392
64116	0.4393
10855	0.4393
7498	0.4402
55753	0.4404
7804	0.4407
57724	0.4417
54472	0.4419
4126	0.4419
27333	0.4423
81614	0.4423
923	0.4423
201158	0.4437
84059	0.4437
4815	0.4447
687	0.4447
84912	0.4469
159963	0.447
80700	0.447
54997	0.447
29842	0.447
8087	0.447
56654	0.447
2706	0.447
5937	0.447
29855	0.447
7512	0.4473
6046	0.4473
57817	0.44799999999999995
501	0.44799999999999995
80218	0.4482
2534	0.4482
3670	0.4482
57820	0.4483
22934	0.4483
8431	0.4483
284111	0.4484
55770	0.4486
10466	0.4493
55038	0.451
23203	0.451
11033	0.451
5991	0.451
230	0.4522
65109	0.4528
6548	0.4528
55765	0.4528
4602	0.4541
151126	0.4541
9100	0.4552
-	0.4565
1465	0.4577
-	0.4599
2888	0.4613
57132	0.4613
5349	0.4619
3428	0.462
9189	0.4621
6183	0.4623
477	0.4623
8540	0.4625
558	0.4628
419	0.4628
2823	0.4628
27242	0.4633
5564	0.4633
23389	0.4642
6545	0.4642
-	0.4647
55741	0.4647
1875	0.4647
160851	0.4647
8612	0.4647
6598	0.4647
64318	0.4647
91947	0.4647
81033	0.4647
57573	0.4647
6583	0.4647
-	0.4647
8693	0.4647
51360	0.4658
28960	0.4658
3486	0.4658
1767	0.4658
2938	0.4658
5136	0.4658
1892	0.4658
84632	0.4658
163175	0.4658
4637	0.4658
2936	0.4658
10656	0.4659
79053	0.4659
7026	0.4659
64096	0.4659
9153	0.4659
6209	0.4659
3084	0.4659
92359	0.4659
2247	0.4659
9531	0.4659
728215	0.4659
23645	0.4659
10608	0.4659
391123	0.4659
4091	0.4659
55973	0.4659
9619	0.4659
375318	0.4659
5511	0.466
26689	0.4681
84134	0.4684
6690	0.4684
85437	0.4684
5989	0.4691
11081	0.4691
57153	0.4691
-	0.4691
2877	0.4691
51734	0.4691
23279	0.4691
59277	0.4691
408	0.4693
1289	0.4693
7355	0.4693
2908	0.4693
49854	0.4693
23165	0.4713
11272	0.4715
10916	0.4715
152137	0.4715
162681	0.4715
2676	0.4715
663	0.4722
3688	0.4722
9447	0.4725
27147	0.4727
5295	0.4727
54842	0.4727
54682	0.4727
10493	0.4727
8477	0.4727
79784	0.4727
133015	0.4727
29781	0.4727
6847	0.4727
25970	0.4727
23643	0.473
11316	0.473
255812	0.4736
79053	0.4741
3192	0.4742
25793	0.475
415116	0.475
344658	0.4763
27020	0.4785
202915	0.4803
22822	0.4803
27072	0.4803
1733	0.4803
2001	0.4803
64798	0.4804
26471	0.4805
1142	0.4805
2589	0.4805
5360	0.4821
166824	0.4821
140838	0.4821
1848	0.4821
6817	0.4821
770	0.4824
1843	0.4828
93986	0.483
54970	0.4847
492311	0.4847
10365	0.4847
117177	0.4847
2889	0.4848
122830	0.4862
105378052	0.4862
506	0.48700000000000004
2113	0.48700000000000004
84750	0.4873
1798	0.4881
2644	0.4883
169200	0.4889
79955	0.4898
133	0.4898
27111	0.4907
53917	0.4908
10606	0.4908
5641	0.4908
84934	0.4908
5590	0.4908
4072	0.4908
6731	0.4908
5660	0.4908
677	0.4908
6687	0.4914
6648	0.4917
10421	0.49200000000000005
11221	0.49200000000000005
25809	0.49200000000000005
158798	0.49200000000000005
158399	0.4922
79782	0.4931
79000	0.4931
57630	0.4954
678	0.4956
2274	0.496
55334	0.496
-	0.4962
114879	0.4962
58191	0.4962
2582	0.4962
101928734	0.4962
22926	0.4962
6907	0.4962
57711	0.4962
7259	0.4967
10198	0.4967
2016	0.4969
63970	0.4974
10474	0.4975
10730	0.4981
155382	0.4982
79665	0.4982
9329	0.4982
8313	0.4982
85390	0.4982
6819	0.4985
9961	0.4985
2196	0.5001
51520	0.5001
80704	0.5001
122786	0.5004
80742	0.5004
27351	0.5006
5372	0.5006
4318	0.5006
3726	0.5006
57573	0.5006
8424	0.5006
51530	0.5006
222865	0.5006
55144	0.5006
164395	0.5006
10569	0.5006
54502	0.5013
9044	0.5027
203328	0.5027
6185	0.5029
10783	0.5029
117144	0.5029
22800	0.5029
-	0.5029
9108	0.5029
5782	0.5039
55770	0.5039
112616	0.5039
9760	0.5049
50624	0.5049
5997	0.5049
6138	0.5049
10762	0.5049
29906	0.5049
29969	0.5049
4595	0.5049
11183	0.5049
283234	0.5049
54522	0.5049
100506737	0.5049
56927	0.5049
714	0.5049
2517	0.5049
2948	0.5049
26468	0.5049
27324	0.5049
257313	0.5049
55502	0.5049
5209	0.5049
10920	0.505
6772	0.5053
9315	0.5053
90293	0.5054
163081	0.5057
-	0.5057
127294	0.5057
6781	0.5058
286527	0.5068
22927	0.5072
26232	0.5072
80128	0.5072
948	0.5072
7283	0.5072
54453	0.5072
8744	0.5072
29091	0.5072
153770	0.5082
23532	0.5082
7092	0.5082
125050	0.5082
8915	0.5082
8645	0.5082
6935	0.5082
54808	0.5092
725	0.5092
59339	0.5092
220323	0.5092
2568	0.5092
10786	0.5092
80347	0.5092
374973	0.5092
223117	0.5092
2266	0.5092
51596	0.5092
3859	0.5092
5985	0.5092
116228	0.5092
8464	0.5092
283491	0.5092
59283	0.5092
1022	0.5092
10411	0.5092
125476	0.5105
6464	0.5105
22916	0.5105
10940	0.5115
4242	0.512
2971	0.512
4864	0.5127
1103	0.5128
8706	0.5138
92335	0.5139
113763	0.5142
4092	0.5144
10379	0.5145
92291	0.5145
9940	0.5145
55904	0.5145
8087	0.5145
2632	0.5153
5495	0.5153
10252	0.516
8803	0.516
60592	0.516
29101	0.516
718	0.516
79746	0.516
9726	0.516
4110	0.516
80150	0.5163
29923	0.5163
10383	0.5163
126306	0.5163
173	0.5167
116832	0.5167
153218	0.5167
92092	0.5167
141	0.5172
9099	0.5172
390445	0.5172
90639	0.5172
162514	0.5172
389524	0.5172
54886	0.5172
4173	0.5172
134637	0.5172
5230	0.5172
6648	0.5172
51537	0.5172
79037	0.5172
56969	0.5172
128344	0.5172
55885	0.519
55137	0.519
26071	0.519
57623	0.519
782	0.519
-	0.519
140894	0.519
9590	0.519
9985	0.5192
23041	0.5195
6168	0.5197
81493	0.5204
84867	0.5204
5230	0.5206
121260	0.5206
896	0.5206
136319	0.5208
629	0.5216
50	0.5216
22891	0.5216
2023	0.5216
5631	0.5216
64795	0.5216
10726	0.5217
27177	0.5217
23359	0.5217
6257	0.5217
23247	0.5217
51528	0.5217
2257	0.5217
101927851	0.5217
8566	0.5217
2593	0.5223
10981	0.5226
57045	0.5227
140706	0.5227
6756	0.5227
1891	0.5227
79899	0.5227
11052	0.5227
7368	0.5227
10493	0.5229
440153	0.523
285958	0.523
337876	0.5232
5309	0.5241
51315	0.5248
200186	0.5248
2525	0.5248
89882	0.525
64288	0.525
5427	0.5252
117583	0.5255
81617	0.5265
170850	0.527
1945	0.5274
84108	0.5277
284439	0.5286
79875	0.5288
10234	0.5296
26579	0.5297
6448	0.5304
79444	0.5306
5376	0.5306
79447	0.5306
5557	0.5306
55170	0.5306
55966	0.5308
3434	0.532
1653	0.532
7071	0.5325
54810	0.5325
3858	0.5325
3397	0.5325
2067	0.5326
7753	0.5326
25870	0.5326
9832	0.5326
2047	0.5326
84978	0.5326
282966	0.5329999999999999
85301	0.5329999999999999
171568	0.5341
57415	0.5341
2014	0.5341
8419	0.5341
329	0.5345
54925	0.5359
51179	0.5359
79054	0.5359
8828	0.5359
1830	0.5366
285989	0.5382
11096	0.5382
55323	0.5382
118663	0.5382
2052	0.5382
59339	0.5384
26225	0.5385
90317	0.5385
158067	0.5385
9506	0.5385
51635	0.5385
11015	0.5385
54946	0.5387
55388	0.5387
54788	0.5387
400073	0.5387
10479	0.5388
50964	0.5398
4674	0.5414
128372	0.5414
144501	0.5414
5670	0.5414
6275	0.5414
50628	0.5414
51150	0.5414
2078	0.5414
55268	0.5414
4938	0.5414
5238	0.5414
131076	0.5414
284948	0.5414
8440	0.5417
2528	0.5417
9807	0.5424
10572	0.5424
80258	0.5424
160418	0.5424
101929759	0.5424
9616	0.5424
400566	0.5424
6095	0.5424
27249	0.5424
80273	0.5424
3418	0.5427
51715	0.5439
9158	0.5439
388610	0.5439
51585	0.5443
134430	0.5443
23271	0.5443
6641	0.5446
672	0.5446
133060	0.5448
6897	0.5452
23401	0.5452
79823	0.5452
486	0.5452
2531	0.5452
2149	0.5452
13	0.5452
1272	0.5452
64321	0.5452
404220	0.5452
55328	0.5452
343472	0.5452
121256	0.5452
26353	0.5452
4637	0.5452
54788	0.5452
5575	0.5452
80223	0.5452
4928	0.5452
8277	0.5452
115294	0.5452
2537	0.5452
9965	0.5455
55619	0.5458
7464	0.546
55275	0.546
11147	0.546
414	0.5466
2150	0.547
387733	0.5479
8832	0.5479
10249	0.5479
5284	0.5479
148867	0.5479
5594	0.5479
51377	0.5479
47	0.5479
80216	0.5479
9918	0.5482
57082	0.5482
9851	0.5482
8732	0.5482
55719	0.5482
165215	0.5484
55632	0.5484
55552	0.5484
84210	0.5489
439921	0.5489
29087	0.5489
22841	0.5489
7832	0.5489
113675	0.5489
5311	0.5489
5002	0.5489
5366	0.5489
2597	0.5489
10572	0.5489
-	0.5489
5999	0.5489
2888	0.5489
4543	0.5489
255231	0.5489
619190	0.5489
28231	0.5489
51253	0.5489
29780	0.5489
140609	0.5489
3842	0.5493
6609	0.5496
6326	0.5501
54541	0.5501
9409	0.5528
148808	0.5531
83658	0.5543
55609	0.5543
55024	0.5543
5641	0.5543
79877	0.5543
257169	0.5547
2837	0.5555
7113	0.5555
6274	0.5555
84063	0.5555
50617	0.5555
7730	0.5556
159	0.5557
286343	0.5557
26259	0.5557
81552	0.5557
9957	0.5557
2893	0.5557
3250	0.556
5296	0.5564
139886	0.5567
155400	0.5569
-	0.5569
5157	0.5569
51001	0.5569
79100	0.5569
83902	0.557
10025	0.557
9303	0.557
54946	0.5574
10140	0.5574
51231	0.5579999999999999
2067	0.5579999999999999
2005	0.5588
57185	0.5588
10561	0.5588
30827	0.5588
84803	0.5588
146223	0.5588
4313	0.5588
51537	0.5588
282890	0.5588
5209	0.5588
-	0.5588
79944	0.5588
5170	0.5588
30008	0.5588
8451	0.5593
27292	0.5593
257177	0.5593
3191	0.5597
64400	0.5597
7349	0.5597
-	0.5597
8638	0.5597
220930	0.5597
4851	0.5597
51069	0.5597
4312	0.5597
11199	0.5605
23385	0.5616
224	0.5616
285955	0.5616
51004	0.5618
283033	0.5618
2012	0.5618
84316	0.5618
2888	0.5618
3148	0.5643
-	0.5643
84988	0.5644
79917	0.5644
79712	0.5651
22920	0.5651
5873	0.5651
221	0.5651
11078	0.5654
104266957	0.5654
3157	0.5666
81617	0.5666
389206	0.5666
84676	0.5667
80206	0.5667
9518	0.5667
28978	0.5670000000000001
6813	0.5676
348235	0.5676
2791	0.5676
3980	0.5676
93664	0.5676
10049	0.5683
64766	0.5683
-	0.5684
84971	0.5684
115209	0.5684
346171	0.5684
83890	0.5687
283365	0.5687
80741	0.5687
3916	0.5687
9404	0.5687
22911	0.5687
284058	0.5687
219927	0.5687
10072	0.5687
54432	0.5687
65979	0.5689
131920	0.5689
79729	0.5689
63877	0.5689
9426	0.5693
340348	0.57
440	0.57
4302	0.57
2886	0.57
51085	0.57
57669	0.57
101927418	0.57
65985	0.5703
23428	0.5710000000000001
8546	0.5721
283337	0.5729
119392	0.5729
7091	0.5731
968	0.5734
27346	0.5734
64854	0.5734
7414	0.5738
57687	0.5738
7248	0.5738
5660	0.574
8633	0.5753
6301	0.5753
11147	0.5753
6480	0.5753
7915	0.5753
8325	0.5753
9585	0.5756
26502	0.5757
85413	0.5765
57461	0.5768
9075	0.5772
10462	0.5772
81706	0.5772
6271	0.5772
8558	0.5772
10199	0.5772
11196	0.5772
1955	0.5772
123096	0.5772
57835	0.5772
60560	0.5772
9639	0.5772
6629	0.5772
1137	0.5772
256714	0.5772
91074	0.5772
154141	0.5772
1192	0.5772
79651	0.5772
400566	0.5785
23210	0.5785
51499	0.5785
11194	0.5791
125228	0.5796
151254	0.5798
5232	0.5798
8542	0.5804
3313	0.5806
85389	0.5806
57016	0.5812
5396	0.5816
2742	0.5823
84447	0.5828
80776	0.584
219	0.584
3422	0.5847
60487	0.5847
9946	0.585
5521	0.585
57192	0.585
1434	0.5858
27154	0.5858
4015	0.5859
22794	0.5863
3052	0.5863
90019	0.5867
7013	0.5867
55695	0.5867
9718	0.5867
7054	0.5876
10253	0.5876
-	0.5876
22858	0.5876
79705	0.5877
10049	0.5888
3358	0.5893
55048	0.5902
22899	0.5902
54752	0.5902
171558	0.5904
-	0.591
79152	0.5939
58191	0.5942
6601	0.5942
10083	0.5942
100506658	0.5942
51292	0.5942
54788	0.5942
84798	0.5942
65998	0.5942
3716	0.5942
55676	0.5942
728	0.5942
3433	0.5942
3054	0.5942
57662	0.5942
664	0.5942
94104	0.5942
84135	0.5942
51582	0.5942
7846	0.5942
401428	0.5942
79752	0.5942
7020	0.5943
6332	0.5943
8514	0.5943
23541	0.5943
4958	0.5943
55317	0.5944
10998	0.5944
285419	0.5944
160857	0.5944
2170	0.5944
2842	0.5944
148022	0.5944
9456	0.5944
54680	0.5944
137872	0.5944
6653	0.5946
2850	0.5946
337971	0.5952
9837	0.5952
57116	0.5953
-	0.5955
3736	0.5963
8682	0.5964
7345	0.5964
3925	0.5973
4113	0.5973
3909	0.5973
132	0.599
7294	0.5992
9071	0.5992
2576	0.5992
3718	0.5992
152573	0.5992
55076	0.5998
341405	0.5998
