Gene_ID	adj.P.Val
51156	0.7435
259295	0.7435
56979	0.7435
11182	0.7435
3824	0.7435
55071	0.7435
2202	0.7435
9409	0.7435
253714	0.7435
2975	0.7435
84437	0.7435
101101772	0.7435
23066	0.7435
3093	0.7435
2937	0.7435
3458	0.7435
54660	0.7435
79836	0.7435
10217	0.7435
115677	0.7435
57716	0.7435
400954	0.7436
1499	0.7436
-	0.7436
79581	0.7436
-	0.7436
286097	0.7436
8786	0.7436
115416	0.7436
26747	0.7436
55279	0.7436
22905	0.7436
5125	0.7436
7216	0.7437
11202	0.7440000000000001
-	0.7443
302	0.7444
10417	0.7444
84240	0.7444
7409	0.7444
286097	0.7444
8556	0.7444
9637	0.7444
55672	0.7445
9326	0.7446
85460	0.7446
5409	0.7446
84465	0.7446
3663	0.7446
10138	0.7446
27013	0.7448
91947	0.7449
4071	0.7449
598	0.7449
154791	0.745
6161	0.745
23466	0.745
78994	0.745
23014	0.7451
7337	0.7451
279	0.7451
4908	0.7451
131405	0.7451
1945	0.7451
1831	0.7454
22863	0.7454
5825	0.7454
78989	0.7454
23031	0.7454
27232	0.7455
7566	0.7459
191	0.746
85458	0.7463
5139	0.7463
80114	0.7463
8089	0.7463
5910	0.7463
7407	0.7463
3665	0.7463
126859	0.7463
163732	0.7463
51	0.7463
84443	0.7463
441933	0.7463
23480	0.7463
128387	0.7463
163720	0.7463
2063	0.7463
285605	0.7463
8538	0.7463
8778	0.7463
56993	0.7465
7627	0.7465
55901	0.7465
54827	0.7469
10650	0.7469
23034	0.7469
80173	0.747
7216	0.7472
1363	0.7472
2645	0.7472
84727	0.7472
167	0.7473
65062	0.7474
25822	0.7474
375791	0.7474
7565	0.7474
51379	0.7474
133558	0.7474
7447	0.7474
5017	0.7476
4791	0.7478
8522	0.7478
29123	0.7479
7352	0.7479
283232	0.748
124222	0.7481
8740	0.7481
83707	0.7481
101927186	0.7481
387036	0.7481
54432	0.7481
6120	0.7481
8793	0.7481
27072	0.7483
171568	0.7483
127540	0.7483
147339	0.7483
256236	0.7483
6561	0.7487
401463	0.7487
862	0.7487
57198	0.7489
27429	0.7489
23130	0.7489
5092	0.7489
81624	0.7489
8802	0.7489
55687	0.7489
221322	0.7492
84333	0.7492
326	0.7493
391195	0.7493
8887	0.7493
6352	0.7493
6888	0.7493
63894	0.7493
23181	0.7493
4521	0.7493
3382	0.7493
8942	0.7493
9083	0.7493
27152	0.7494
5064	0.7497
2204	0.7497
9933	0.7497
5329	0.7497
105375355	0.7497
2244	0.7497
5599	0.7506
2010	0.7506
158809	0.7506
132660	0.7506
10747	0.7506
51735	0.7508
56302	0.7508
10094	0.7509
170850	0.7509
147463	0.7511
10855	0.7511
7100	0.7511
9414	0.7511
1981	0.7511
2287	0.7511
389170	0.7511
6512	0.7511
143098	0.7511
9648	0.7511
7461	0.7511
101928165	0.7511
92241	0.7512
126272	0.7514
677797	0.7518
84679	0.7518
57533	0.7518
64841	0.7518
127018	0.7518
256646	0.7518
390174	0.7518
27328	0.7518
4585	0.7518
6821	0.7519
5175	0.752
161436	0.7531
10393	0.7531
64224	0.7531
1831	0.7531
348793	0.7531
277	0.7531
22828	0.7531
5164	0.7531
3981	0.7531
388468	0.7531
5594	0.7531
25794	0.7531
64787	0.7531
4591	0.7531
-	0.7531
1729	0.7531
4009	0.7532
143279	0.7532
4534	0.7532
79624	0.7535
816	0.7535
27173	0.7535
9381	0.7537
25945	0.7541
55937	0.7544
4901	0.7545
50801	0.7546
10059	0.7548
5158	0.7548
8609	0.7548
4707	0.7548
7477	0.7548
51324	0.7548
379	0.7548
345778	0.7548
1629	0.7548
150275	0.7548
132954	0.7548
476	0.7548
56474	0.7548
4010	0.7548
63906	0.7548
6399	0.7548
1789	0.7548
54923	0.7548
104472848	0.7548
1740	0.7548
26013	0.7548
102724774	0.7548
26986	0.7554
122961	0.7554
54751	0.7559
55973	0.7559
4913	0.7559
8972	0.7559
57513	0.7559
254827	0.7559
26270	0.7559
140465	0.7559
10466	0.7559
124936	0.7559
26534	0.7559
80124	0.7559
79072	0.7559
7014	0.7559
163590	0.7559
29068	0.7559
7337	0.7559
55744	0.7559
22955	0.7559
8890	0.7559
9205	0.7559
84232	0.7559
92591	0.7559
5725	0.7559999999999999
254122	0.7564
3126	0.7565
221710	0.7567
4361	0.7567
5930	0.7569
5068	0.7571
3447	0.7573
22938	0.7573
8614	0.7574
51103	0.7578
54943	0.7578
66036	0.7578
81027	0.7579
201725	0.7579
7341	0.7579
9220	0.7579
627	0.7579
101929622	0.7579
644943	0.7581
10618	0.7583
4221	0.7583
347411	0.7587
1944	0.7587
117143	0.7587
190	0.7587
132001	0.7587
29071	0.7587
57721	0.7587
162655	0.7587
143888	0.7587
8895	0.7587
115111	0.7587
643246	0.7587
-	0.7587
51389	0.7587
57679	0.7587
64745	0.7587
84873	0.7587
9066	0.7587
6576	0.7587
90113	0.7587
57646	0.7587
1947	0.7587
22953	0.7587
347733	0.7587
54498	0.7587
7164	0.7587
727940	0.7587
23007	0.7587
55727	0.7587
440503	0.7587
102723649	0.7587
54858	0.7587
8578	0.7587
1606	0.7587
8342	0.7587
283	0.7587
83932	0.7587
65059	0.7587
-	0.7587
30968	0.7587
26470	0.7587
30832	0.7587
151393	0.7587
1847	0.7587
427	0.7587
9590	0.7587
65258	0.7587
6601	0.7587
124245	0.7587
653247	0.7587
57495	0.7587
143684	0.7587
79799	0.7587
84332	0.7587
4161	0.7587
23371	0.7587
285362	0.7587
338879	0.7587
1718	0.7587
51227	0.7587
114905	0.7587
201163	0.7587
340595	0.7587
1606	0.7587
51161	0.7587
10240	0.7587
343450	0.7587
53938	0.7587
79616	0.7587
9398	0.7587
83988	0.7587
1540	0.7587
9212	0.7587
9374	0.7587
55689	0.7587
100862662	0.7587
51727	0.7587
114088	0.7587
645073	0.7587
148229	0.7587
7146	0.7587
26093	0.7587
79866	0.7587
8828	0.7587
4957	0.7587
22803	0.7587
27087	0.7589
121457	0.759
285237	0.759
4314	0.7592
9329	0.7592
661	0.7593
-	0.7593
6120	0.7593
118672	0.7593
119765	0.7593
11030	0.7593
56950	0.7594
8295	0.7594
7727	0.7594
4277	0.7594
3755	0.7594
23398	0.7594
4210	0.7596
8439	0.7596
25945	0.7596
54622	0.7596
11193	0.7599
101927957	0.76
219743	0.7602
84224	0.7602
10793	0.7602
123872	0.7602
63920	0.7602
138050	0.7602
7127	0.7602
728294	0.7602
4478	0.7602
93594	0.7602
5567	0.7602
387119	0.7602
23366	0.7603
337977	0.7609
84501	0.7609
114049	0.7609
114990	0.7609
4077	0.7609
51703	0.7609999999999999
3270	0.7609999999999999
1912	0.7609999999999999
6470	0.7609999999999999
26003	0.7609999999999999
10577	0.7611
10287	0.7611
7580	0.7611
147710	0.7611
8697	0.7611
84256	0.7611
22907	0.7611
653659	0.7613
55167	0.7614
9245	0.7614
56267	0.7614
10558	0.7614
157657	0.7614
3982	0.7615
9794	0.7615
91574	0.7615
-	0.7616
23509	0.7616
64506	0.7617
4036	0.7617
53919	0.7617
2949	0.7617
133522	0.7617
374286	0.7619
143689	0.7619
644076	0.762
27129	0.762
6613	0.762
23209	0.762
4779	0.762
9765	0.762
80763	0.762
5430	0.7624
83442	0.7624
-	0.7624
9214	0.7624
1676	0.7624
115548	0.7624
23054	0.7624
-	0.7624
55658	0.7624
23595	0.7624
9128	0.7624
121214	0.7624
84668	0.7624
5602	0.7624
144811	0.7624
442213	0.7624
54898	0.7624
6667	0.7624
8581	0.7624
283150	0.7624
646424	0.7624
389799	0.7624
51060	0.7624
79664	0.7624
84641	0.7624
23554	0.7624
57096	0.7624
120425	0.7624
80324	0.7624
22933	0.7624
148103	0.7624
84932	0.7624
6792	0.7624
3419	0.7624
-	0.7624
5226	0.7624
85236	0.7624
57180	0.7624
337974	0.7624
11184	0.7624
340277	0.7624
375790	0.7624
140707	0.7624
152137	0.7624
126282	0.7624
131149	0.7624
25777	0.7624
161882	0.7624
93986	0.7624
140691	0.7624
619383	0.7624
79658	0.7624
3691	0.7624
972	0.7624
4191	0.7624
55285	0.7624
8847	0.7624
5334	0.7624
11326	0.7624
4481	0.7624
390037	0.7624
54707	0.7624
105375527	0.7624
8526	0.7624
51705	0.7624
269	0.7625
11145	0.7625
168374	0.7625
5537	0.7629
282973	0.763
81579	0.763
1327	0.763
3838	0.763
89885	0.763
5718	0.763
51495	0.763
57473	0.763
256302	0.763
6135	0.763
7039	0.763
84545	0.763
89780	0.763
178	0.763
64859	0.763
5195	0.763
1791	0.763
125061	0.7632
634	0.7634
4850	0.7634
132789	0.7634
26470	0.7634
9963	0.7634
1717	0.7636
353514	0.7636
8739	0.7636
151887	0.7636
25888	0.7636
4086	0.7636
55759	0.7639
57403	0.7639
253558	0.7639
9638	0.7639
7916	0.7639
51097	0.7639
154743	0.7639
9058	0.7639
178	0.7639
11093	0.7639
285855	0.7639
3687	0.7639
11080	0.7639
400961	0.7639
5987	0.7639
2692	0.7639
25897	0.7639
56948	0.7639
219736	0.7643
9541	0.7647
5777	0.7647
84914	0.7647
56131	0.7647
5053	0.765
10767	0.765
29800	0.765
90139	0.765
3190	0.7655
4905	0.7655
439921	0.7655
54442	0.7655
7165	0.7655
6840	0.7655
650	0.7655
4342	0.7655
56886	0.7655
4714	0.7655
340371	0.7655
146705	0.7658
64109	0.7658
285386	0.7658
5873	0.7658
101930746	0.7658
8804	0.7658
63910	0.7658
4671	0.7658
8754	0.7658
2669	0.7658
123016	0.7658
2029	0.7658
8577	0.7658
7130	0.7658
389816	0.7658
29896	0.7658
54331	0.7659
442247	0.7659
55007	0.7665
401010	0.7667
3693	0.7667
3227	0.7669
51163	0.7669
3182	0.7669
27159	0.7669
1650	0.7669
9601	0.7669
221184	0.7671
150726	0.7674
23365	0.7674
51555	0.7674
54801	0.7674
51086	0.7674
390151	0.7674
6331	0.7674
149428	0.7677
91120	0.7677
136647	0.7678
8880	0.7678
103611090	0.768
5076	0.7681
79501	0.7682
535	0.7682
8835	0.7682
252983	0.7682
100506677	0.7682
157695	0.7682
83901	0.7682
282974	0.7682
26298	0.7682
728609	0.7682
10487	0.7682
56979	0.7682
10000	0.7682
7423	0.7682
7507	0.7682
56920	0.7682
9804	0.7682
10234	0.7682
8805	0.7682
170627	0.7682
126272	0.7682
8850	0.7682
55300	0.7682
10143	0.7682
341116	0.7682
9413	0.7682
2710	0.7682
51329	0.7682
5479	0.7682
10144	0.7682
5570	0.7682
64061	0.7682
57822	0.7682
100874226	0.7682
6836	0.7682
7442	0.7682
54681	0.7682
79048	0.7682
3394	0.7682
1768	0.7682
407	0.7682
112479	0.7682
54839	0.7682
9055	0.7682
56164	0.7682
55659	0.7682
51313	0.7682
4495	0.7682
30814	0.7682
64863	0.7682
54470	0.7682
23162	0.7682
8935	0.7682
4488	0.7682
8243	0.7682
22980	0.7682
145748	0.7682
25862	0.7682
374955	0.7682
23275	0.7682
383	0.7682
6574	0.7682
-	0.7682
25873	0.7682
378	0.7682
541473	0.7682
3755	0.7682
115290	0.7682
6083	0.7682
1027	0.7682
26493	0.7682
23033	0.7683
9589	0.7683
862	0.7683
8778	0.7683
1571	0.7688
2230	0.7688
79027	0.7689
245932	0.769
4681	0.769
388389	0.769
55129	0.769
7485	0.769
4237	0.769
8767	0.769
3809	0.769
6048	0.769
10594	0.769
83988	0.769
8665	0.769
90321	0.769
6602	0.769
1842	0.769
5361	0.769
26092	0.769
100033414	0.769
23362	0.769
5066	0.769
23326	0.769
9122	0.769
10351	0.769
348487	0.769
4435	0.769
23376	0.769
83696	0.769
-	0.769
168544	0.769
816	0.769
10388	0.769
104355146	0.769
754	0.769
-	0.769
4606	0.769
1763	0.769
90586	0.769
5050	0.769
2591	0.769
5745	0.769
10160	0.769
26136	0.769
390197	0.769
54885	0.769
55602	0.769
11339	0.769
64184	0.769
100874031	0.769
283	0.769
6429	0.769
390063	0.769
249	0.769
10067	0.769
65244	0.769
378950	0.769
149076	0.769
4322	0.769
9024	0.769
56158	0.769
23242	0.769
118	0.769
30813	0.769
2022	0.769
8899	0.769
5898	0.769
10628	0.769
4013	0.769
55527	0.769
1182	0.769
389336	0.769
26211	0.769
57674	0.769
554279	0.769
489	0.769
8034	0.769
11169	0.769
8649	0.769
6648	0.769
1374	0.769
5791	0.769
11185	0.769
8214	0.769
9369	0.769
23538	0.769
10068	0.769
3172	0.769
10813	0.7692
7295	0.7692
339240	0.7693
3104	0.7693
2520	0.7693
7754	0.7693
26266	0.7695
10172	0.7696
56155	0.7696
5644	0.7696
57716	0.7696
3903	0.7696
163227	0.7696
5465	0.7696
101927067	0.7696
101927980	0.7696
10622	0.7696
338324	0.7698
388946	0.7698
64763	0.7699
201176	0.7699
6317	0.7699
26247	0.7699
81577	0.7699
9032	0.77
81832	0.77
80070	0.77
3290	0.77
10252	0.7703
9467	0.7706
5774	0.7707
2157	0.7709
80153	0.7711
1146	0.7712
147807	0.7713
3757	0.7715
1116	0.7715
1058	0.7715
7516	0.7715
85015	0.7715
4686	0.7715
10794	0.7715
799	0.7715
54716	0.7715
816	0.7715
343505	0.7715
6625	0.7715
153328	0.7715
26468	0.7715
1012	0.7715
1390	0.7717
392255	0.7717
100506164	0.7717
-	0.7717
64145	0.7717
84366	0.7717
22837	0.7718
339501	0.7718
84618	0.7718
57468	0.7719
2103	0.7719
6001	0.7719
-	0.7723
93	0.7725
1674	0.7727
10289	0.7727
1670	0.7728
-	0.7728
-	0.7728
5449	0.7728
7058	0.7728
100874185	0.7728
51333	0.7728
84545	0.7729
390927	0.7729
6424	0.7729
4087	0.7729
396	0.7729
6359	0.7729
5536	0.7729
6942	0.7729
3481	0.7729
135293	0.7729
84720	0.7729
9534	0.7729
9706	0.7729
9963	0.7729
128861	0.7729
1573	0.7729
27087	0.7729
10655	0.7729
414059	0.7729
55611	0.7729
58491	0.7729
57508	0.7729
84557	0.7729
51366	0.7729
338692	0.7729
50831	0.7729
84286	0.7729
7419	0.7729
2653	0.7729
2028	0.7729
246329	0.7729
10499	0.7729
25966	0.7729
53944	0.7729
51347	0.7729
401562	0.7729
-	0.7729
29974	0.7732
5932	0.7732
11144	0.7732
51281	0.7732
55889	0.7732
494470	0.7732
199974	0.7732
3151	0.7732
29092	0.7733
55954	0.7734
919	0.7742
105373031	0.7743
1725	0.7743
6948	0.7743
-	0.7743
7555	0.7743
84985	0.7743
6491	0.7743
440138	0.7746
53344	0.7746
28232	0.7747
4929	0.7747
221955	0.7747
5281	0.7747
8874	0.7747
10404	0.7747
60684	0.7747
7277	0.7747
388762	0.7747
113179	0.7747
10021	0.7747
83658	0.7747
22859	0.7747
196446	0.7748
23139	0.7748
8208	0.7748
246122	0.7748
9815	0.7748
2192	0.7748
375287	0.7751
4103	0.7751
53345	0.7751
3652	0.7751
8195	0.7751
6714	0.7751
3965	0.7751
60493	0.7751
375686	0.7751
-	0.7753
79703	0.7758
57528	0.7758
2889	0.7758
153241	0.7758
92906	0.7758
400759	0.7759
728554	0.7759999999999999
79143	0.7759999999999999
11282	0.7759999999999999
6280	0.7759999999999999
644809	0.7759999999999999
54431	0.7759999999999999
7852	0.7759999999999999
1949	0.7762
25939	0.7763
1389	0.7766
55647	0.7767
387496	0.777
-	0.777
10765	0.777
83987	0.777
90324	0.777
54020	0.777
3249	0.777
222950	0.7771
51218	0.7772
79635	0.7772
347252	0.7774
81793	0.7774
114112	0.7774
280664	0.7775
905	0.7775
205147	0.7775
26476	0.7775
8655	0.7775
7283	0.7776
4430	0.7776
2766	0.7776
94015	0.7776
84513	0.7776
644809	0.7776
6117	0.7776
22979	0.7776
81488	0.7776
127933	0.7776
10559	0.7776
26149	0.7776
1489	0.7783
9924	0.7783
10482	0.7785
582	0.7787
140838	0.7788
150160	0.7788
83896	0.7788
64895	0.7788
11101	0.7788
10157	0.7788
841	0.7788
114336	0.7788
8609	0.7788
56660	0.7788
65059	0.7788
91179	0.7788
135112	0.7788
10131	0.7788
124	0.7788
64748	0.7788
107075116	0.7788
63951	0.7788
8718	0.7788
2348	0.7788
-	0.7788
221395	0.7788
55204	0.7788
1378	0.7788
105372645	0.7788
23400	0.7788
10189	0.7788
6621	0.7788
4319	0.7788
3133	0.7788
84126	0.7788
26212	0.7788
5451	0.7788
-	0.7789
152756	0.7789
9747	0.7789
641	0.7789
23333	0.7789
51715	0.7789
3073	0.7789
6925	0.7789
2906	0.7789
261734	0.7789
64921	0.7789
55791	0.7789
9843	0.7789
116842	0.7789
83732	0.779
5790	0.7792
9013	0.7792
3030	0.7793
54414	0.7794
1780	0.7795
23053	0.7795
3842	0.7797
10903	0.7799
4139	0.7799
55609	0.7804
27042	0.7809
29121	0.7809
284361	0.7812
26240	0.7812
112939	0.7814
221409	0.7814
10743	0.7814
126370	0.7814
9266	0.7814
80122	0.7815
6422	0.7815
1282	0.7815
9859	0.7816
79191	0.7816
54516	0.7816
66002	0.7816
3594	0.7816
83887	0.7819
-	0.7819
153478	0.7819
-	0.7819
1415	0.7819
202181	0.7819
8085	0.7819
120071	0.7819
1453	0.7819
2669	0.7819
390093	0.7819
55806	0.7819
101928932	0.7819
81502	0.7819
10479	0.7819
80146	0.7819
56917	0.7819
245913	0.7819
5205	0.782
53938	0.782
30847	0.7823
343263	0.7825
7105	0.7825
4664	0.7826
80221	0.7826
89797	0.7826
79574	0.7826
57198	0.7829999999999999
2359	0.7829999999999999
80228	0.7829999999999999
6590	0.7829999999999999
340562	0.7832
84867	0.7832
441871	0.7832
55333	0.7832
283953	0.7832
126792	0.7832
3752	0.7833
56647	0.7833
10472	0.7833
1033	0.7833
140901	0.7833
54532	0.7833
10389	0.7833
4336	0.7833
8706	0.7833
7352	0.7833
100329135	0.7833
10936	0.7833
6588	0.7833
79618	0.7833
9412	0.7833
23214	0.7834
285025	0.7835
80036	0.7837
552891	0.7838
3950	0.7838
9369	0.7838
388550	0.7838
8905	0.7838
83650	0.7838
5024	0.7838
6820	0.7843
3176	0.7845
80759	0.7845
9420	0.7845
140832	0.7845
51554	0.7845
79932	0.7845
606724	0.7845
81542	0.7845
348	0.7845
219493	0.7845
377841	0.7845
57035	0.7845
-	0.7845
84218	0.7845
51538	0.7845
159371	0.7849
26258	0.7849
-	0.7849
10522	0.785
3821	0.7851
2887	0.7851
26659	0.7851
6210	0.7851
8511	0.7851
9021	0.7851
81559	0.7851
92140	0.7851
124783	0.7851
-	0.7851
1831	0.7851
4605	0.7851
2268	0.7851
91746	0.7851
27296	0.7851
116986	0.7851
10451	0.7851
114826	0.7852
1311	0.7852
10527	0.7852
3329	0.7852
89766	0.7852
4987	0.7852
9244	0.7852
84630	0.7852
828	0.7852
9425	0.7852
55026	0.7852
10505	0.7852
636	0.7852
104310351	0.7852
7423	0.7852
83871	0.7852
57447	0.7852
5738	0.7852
4090	0.7852
2487	0.7852
643226	0.7853
3360	0.7854
5977	0.7857
9948	0.7857
10558	0.7857
-	0.7857
101927310	0.7857
5223	0.7857
118429	0.7857
149998	0.7857
552	0.7857
5738	0.7857
56992	0.7857
7536	0.7857
7392	0.7857
8224	0.7857
11197	0.7857
400322	0.7857
6391	0.7857
119369	0.7857
1459	0.7857
5459	0.7857
374378	0.7857
64577	0.7857
256472	0.7857
7323	0.7858
29803	0.7858
1510	0.7858
51151	0.7858
6208	0.7858
84695	0.7858
51247	0.7858
285237	0.7858
-	0.7859
102723838	0.7859
79733	0.7859
1040	0.7859
27077	0.7859
84146	0.7859
2879	0.7859
26036	0.7859
10592	0.7859
1209	0.7859
10018	0.7859
5277	0.7859
943	0.7859
3008	0.7859
126068	0.7859
54964	0.7859
11034	0.7859
8625	0.7859
57555	0.7859
162282	0.7859
4337	0.7859
7862	0.7859
1175	0.7859
2865	0.7859
58484	0.7859
101927421	0.7859
283971	0.7859
101927125	0.7859
140564	0.7859
9048	0.7859999999999999
9738	0.7859999999999999
50835	0.7859999999999999
10894	0.7859999999999999
10721	0.7859999999999999
222236	0.7859999999999999
847	0.7859999999999999
317761	0.7859999999999999
57179	0.7859999999999999
5413	0.7859999999999999
26586	0.7859999999999999
116442	0.7859999999999999
29105	0.7859999999999999
3269	0.7859999999999999
203054	0.7859999999999999
1984	0.7861
5106	0.7861
23245	0.7861
285343	0.7861
219956	0.7861
1144	0.7861
26257	0.7861
627	0.7861
3856	0.7861
54461	0.7861
3198	0.7861
6428	0.7861
126364	0.7861
101929411	0.7861
53918	0.7861
171425	0.7861
26032	0.7861
26091	0.7861
844	0.7861
7314	0.7861
80725	0.7861
92283	0.7861
5468	0.7861
8846	0.7861
3795	0.7861
79168	0.7861
3664	0.7861
8470	0.7861
6714	0.7861
10606	0.7861
1161	0.7861
55510	0.7861
65059	0.7861
341418	0.7861
89932	0.7861
399671	0.7861
55653	0.7862
1442	0.7865
5019	0.7865
84818	0.7865
58506	0.7865
9113	0.7865
23596	0.7865
9609	0.787
151525	0.7872
9847	0.7872
23016	0.7872
2674	0.7872
84904	0.7873
54664	0.7874
6134	0.7874
65123	0.7874
200150	0.7874
50840	0.7874
27199	0.7874
55801	0.7874
55349	0.7874
55740	0.7874
619207	0.7874
1602	0.7874
23118	0.7874
55720	0.7874
123920	0.7874
55827	0.7874
55347	0.7874
399664	0.7874
3798	0.7874
3899	0.7874
1400	0.7874
55603	0.7874
89832	0.7874
859	0.7874
785	0.7874
140469	0.7874
55500	0.7875
124460	0.7875
6446	0.7875
6416	0.7882
83890	0.7883
26824	0.7886
51699	0.7886
84817	0.7886
-	0.7886
64288	0.7886
1652	0.7886
54108	0.7886
972	0.7886
1141	0.7888
5794	0.7888
81562	0.7888
8438	0.7893
338662	0.7893
-	0.7893
51128	0.7893
-	0.7897
646625	0.7897
2916	0.7897
9649	0.7897
619207	0.7897
23263	0.7897
140710	0.7897
6197	0.7897
64425	0.7897
54908	0.7897
783	0.7897
9057	0.7897
904	0.7897
646486	0.7897
57541	0.7897
835	0.7898
2891	0.7899
122553	0.7902
55660	0.7902
93622	0.7902
221662	0.7902
25813	0.7903
10808	0.7903
83983	0.7903
7102	0.7903
37	0.7903
9086	0.7903
1016	0.7903
8454	0.7903
56242	0.7903
29099	0.7903
101927704	0.7903
-	0.7903
84276	0.7903
7050	0.7903
80765	0.7903
284546	0.7903
159963	0.7903
55246	0.7903
11336	0.7903
23597	0.7903
55879	0.7903
1106	0.7903
53940	0.7903
54494	0.7903
25884	0.7903
219539	0.7903
10288	0.7903
2621	0.7903
57186	0.7903
135250	0.7903
54985	0.7903
112574	0.7903
1025	0.7903
2577	0.7903
408	0.7903
51105	0.7903
6788	0.7903
23598	0.7903
11075	0.7903
246777	0.7903
6044	0.7903
10922	0.7903
121601	0.7903
55748	0.7903
116447	0.7903
11164	0.7903
376940	0.7903
54575	0.7903
644591	0.7903
2035	0.7903
6122	0.7903
9274	0.7903
56156	0.7903
148979	0.7903
3920	0.7903
9684	0.7908
1291	0.7908
122046	0.7909
64855	0.7909
149699	0.7909
283116	0.7909
220001	0.7909999999999999
6452	0.7909999999999999
6102	0.7909999999999999
5008	0.7909999999999999
83940	0.7909999999999999
7468	0.7909999999999999
54093	0.7909999999999999
154007	0.7909999999999999
65264	0.7909999999999999
1839	0.7909999999999999
6717	0.7911
4968	0.7911
2551	0.7911
55079	0.7911
158358	0.7911
3481	0.7911
5277	0.7911
100130311	0.7911
5567	0.7914
10296	0.7914
593	0.7919
284	0.7919
134549	0.7919
201163	0.7919
151647	0.7919
11011	0.7919
55669	0.7919
211	0.7919
7443	0.7919
2069	0.7919
84680	0.7919
8706	0.7919
284695	0.7919
84219	0.7919
51574	0.7919
10269	0.7919
9891	0.7919
6915	0.7919
284695	0.7919
51234	0.7919
-	0.7919
113174	0.7919
4881	0.7919
54664	0.7919
5695	0.7919
84930	0.7919
1265	0.7919
400745	0.7919
2214	0.792
55145	0.792
6132	0.7921
10163	0.7921
826	0.7921
23233	0.7921
2952	0.7921
954	0.7924
3231	0.7924
1687	0.7924
27042	0.7926
55775	0.7926
390261	0.7926
79980	0.7926
5151	0.7926
246100	0.7928
441308	0.7929999999999999
10780	0.7932
548593	0.7932
1837	0.7932
7189	0.7932
126208	0.7932
26057	0.7932
6954	0.7933
80198	0.7933
445372	0.7933
54967	0.7933
100874102	0.7933
29946	0.7933
9043	0.7933
54941	0.7933
80099	0.7933
149466	0.7935
644890	0.7935
137735	0.7935
1981	0.7935
56996	0.7935
23126	0.7935
6794	0.7935
149461	0.7935
5991	0.7936
132158	0.7936
2123	0.7936
55692	0.7938
80162	0.7938
126328	0.794
7163	0.7941
1471	0.7943
114294	0.7944
25776	0.7944
56888	0.795
90134	0.795
1195	0.795
11119	0.795
1381	0.795
331	0.795
56171	0.795
2006	0.795
90231	0.795
10235	0.795
6550	0.795
145249	0.795
9274	0.795
2702	0.795
285555	0.795
57168	0.795
4939	0.795
5687	0.7952
4152	0.7953
127385	0.7953
619207	0.7953
254240	0.7953
83666	0.7953
148808	0.7953
504191	0.7953
11282	0.7953
6015	0.7953
4618	0.7953
57228	0.7953
7049	0.7953
51309	0.7953
54872	0.7953
79026	0.7953
23461	0.7953
283820	0.7953
259287	0.7954
1138	0.7954
5681	0.7954
5634	0.7954
51702	0.7956
5787	0.7956
2260	0.7956
3385	0.7956
147923	0.7956
89910	0.7956
79627	0.7956
5460	0.7956
145946	0.7956
93627	0.7956
375	0.7956
389558	0.7956
285313	0.7956
64581	0.7956
51263	0.7956
6137	0.7958
2771	0.7958
-	0.7958
212	0.7958
27022	0.7958
633	0.7958
26263	0.7958
219621	0.7958
7652	0.7958
203562	0.7962
6097	0.7962
2309	0.7963
58486	0.7967
1642	0.7967
10876	0.7967
6095	0.7967
22983	0.7967
10524	0.7967
51622	0.7968
3558	0.7968
72	0.7969
200014	0.7971
-	0.7971
375519	0.7971
54852	0.7971
10391	0.7971
6998	0.7971
145483	0.7971
7404	0.7971
6945	0.7971
2299	0.7971
554235	0.7971
5052	0.7971
400629	0.7971
100506937	0.7971
761	0.7971
64236	0.7971
658	0.7971
6668	0.7971
55114	0.7971
6503	0.7971
23405	0.7971
22835	0.7972
221914	0.7972
26278	0.7973
51150	0.7974
5029	0.7974
130502	0.7974
3834	0.7976
51135	0.7977
387836	0.7977
5293	0.7977
11168	0.7977
22861	0.7977
1284	0.7977
-	0.7977
644524	0.7977
91056	0.7977
123904	0.7978
51393	0.7978
51114	0.7978
942	0.7978
-	0.7978
3932	0.7978
-	0.7978
101928475	0.7978
117608	0.7978
23328	0.7978
171024	0.7978
221223	0.7978
80063	0.7978
56165	0.7978
133022	0.7978
84620	0.7978
7114	0.7978
27090	0.7978
113622	0.7978
3955	0.7978
121549	0.7978
6943	0.7978
55794	0.7978
1823	0.7978
51111	0.7978
7850	0.7978
59082	0.7978
80333	0.7978
6355	0.7978
6758	0.7978
2556	0.7978
3953	0.7978
8974	0.7978
10123	0.7978
389151	0.7979
57565	0.7979
1207	0.7979
55343	0.7979
5894	0.7979
113835	0.7979
23114	0.7979
132299	0.7979
6785	0.7979
466	0.7979
157848	0.7979
1967	0.7979
23609	0.7979
387775	0.7979
119774	0.7979
114548	0.7979
647174	0.7979
11122	0.7979
23163	0.7979999999999999
6869	0.7982
11047	0.7982
11215	0.7982
6324	0.7982
3106	0.7982
54661	0.7988
23163	0.7988
401282	0.7988
8735	0.7988
22998	0.7988
10921	0.7988
121227	0.7988
2241	0.7988
93492	0.7988
3756	0.7988
8312	0.7988
3078	0.7988
11133	0.7988
1356	0.7988
2113	0.7988
55346	0.7988
1191	0.7988
283093	0.7988
1912	0.7988
90864	0.799
170685	0.799
2968	0.799
27293	0.799
84634	0.799
10384	0.799
8263	0.799
2819	0.799
1293	0.799
27005	0.799
51480	0.799
267002	0.799
6683	0.799
57178	0.799
51088	0.799
29940	0.799
56255	0.799
25770	0.799
134147	0.799
51529	0.799
