Gene_ID	binary
1462	0
9767	0
5271	0
3570	0
23228	0
7032	0
-	0
83541	0
1998	0
79803	0
6016	0
3034	0
5885	0
55521	0
64782	0
113791	0
171546	0
79755	0
4739	0
5318	0
54971	0
26052	0
55092	0
55540	0
79783	0
9377	0
8495	0
10439	0
1632	0
64744	0
79990	0
716	0
403	0
27085	0
149951	0
80127	0
9991	0
1660	0
5168	0
55764	0
64423	0
25805	0
100506289	0
117247	0
728233	0
-	0
6457	0
170261	0
3915	0
6258	0
35	0
10656	0
7780	0
5744	0
51231	0
7188	0
133957	0
6242	0
970	0
2710	0
22854	0
10158	0
11079	0
