Gene.symbol,binary
TCF4,0
CASC4,0
GRIN2D,0
NPHP4,0
CASD1,0
TRIM5,0
LRIF1,0
HEPH,0
LEAP2,0
ZNRF1,0
RIOK1,0
ZNF586,0
PTPRCAP,0
TAF1C,0
SGSM1,0
SMC3,0
HADHA,0
SIAE,0
SMC6,0
DYNC1I1,0
ZSWIM8,0
RAB27B,0
TNPO1,0
MAT1A,0
MTMR11,0
MARK1,0
UBE2U,0
ZNF280C,0
DIEXF,0
CLEC2D,0
EMC10,0
FAM50B,0
NACC1,0
OR2AT4,0
SPATS1,0
RAI1,0
OR1I1,0
CYTH2,0
IFNA1,0
MAP3K19,0
SFRP1,0
COL4A1,0
CEP170,0
LOC101929679,0
IRX3,0
MTRF1L,0
CYP4F12,0
IL12RB1,0
TTLL2,0
LOC101929371,0
SYN2,0
PLEKHG4B,0
INPP5D,0
TCEB2,0
MARCH5,0
CRYBB2,0
LOC202181,0
TSC22D3,0
KMT2D,0
LARGE2,0
CSNK1D,0
GEM,0
OR10A6,0
HR,0
LOC101928932,0
HM13,0
BMX,0
SLC9A6,0
UXS1,0
LRRC57,0
MEIS3,0
DEFB110,0
ATP8B1,0
PPIL3,0
FPR2,0
CECR9,0
MYBPHL,0
TSPAN6,0
NAB1,0
ACSF2,0
NAV2,0
EPS8L3,0
NF2,0
ATP8B2,0
FPR3,0
AHSA2,0
ORAI2,0
FAM224B,0
SLPI,0
SATL1,0
PTPN5,0
PRAMEF7,0
SYNJ2BP,0
TMEM114,0
ZBTB6,0
TOX4,0
B3GALT6,0
KCND3,0
CFAP52,0
BCCIP,0
OR13F1,0
ZBTB18,0
CDKN3,0
STK35,0
USP53,0
SCML2,0
STX18,0
MOBP,0
CCDC38,0
B3GALNT1,0
BUB1,0
PLA2G10,0
SLC10A4,0
UCP3,0
TRPC5OS,0
GPR75,0
BMP8B,0
SLN,0
HMBOX1,0
MED21,0
METTL23,0
XPO6,0
CCDC141,0
TRPM3,0
DNAJC25-GNG10,0
LECT2,0
NRXN3,0
DHX36,0
CEACAM22P,0
AP1S2,0
FBXL16,0
RGS12,0
SLC35G5,0
P2RX3,0
SULT2B1,0
TOPORS,0
HNMT,0
KHDC1,0
PPP4R3CP,0
SRF,0
CYP7B1,0
WFDC10A,0
ACKR4,0
KIAA0319L,0
LOC102724002,0
LOC606724,0
TMX1,0
APOE,0
OR5AR1,0
ENTPD8,0
RSRP1,0
MARCH6,0
TBC1D3F,0
ECT2,0
ZCCHC17,0
CEP164,0
SLC35G1,0
AGTPBP1,0
BLOC1S6,0
AIM1L,0
DEAF1,0
FASTK,0
KLRC1,0
AKAIN1,0
GRB10,0
OR7A5,0
RPS15A,0
APH1B,0
MMP23A,0
SOCS3,0
MED16,0
TRIM11,0
MTDH,0
SPATA32,0
TIGD6,0
LOC101927285,0
GAB1,0
TAS1R2,0
TSC22D3,0
MYBL2,0
FBXW7,0
FGR,0
SLC39A4,0
YTHDC1,0
TP53TG5,0
PIWIL1,0
EPAS1,0
AGAP2,0
VAV3,0
OR3A2,0
SMYD4,0
COMP,0
IPO7,0
HSPD1,0
UMODL1,0
OPRL1,0
CRLF1,0
TTBK1,0
CAPS,0
CDYL,0
TMEM255A,0
WDR77,0
SEMA4F,0
BICD1,0
HVCN1,0
LINC01331,0
VEGFB,0
ARHGAP11B,0
RAB34,0
NOP16,0
NDRG2,0
IFIT3,0
PTGFRN,0
IQCF2,0
SMAD5,0
GLB1L2,0
FRZB,0
CCDC84,0
MTUS2-AS1,0
GRXCR2,0
HTR4,0
LOC731157,0
SETD6,0
LYSMD2,0
DPF2,0
MKNK1,0
WDR1,0
SPTLC1,0
AQP12B,0
YIPF5,0
MINA,0
AMER2,0
LOC101927310,0
PGAM1,0
ANTXR2,0
LIPI,0
AVPR1A,0
PTGFRN,0
KIF15,0
CTTN,0
TIMM22,0
SF1,0
USF2,0
SYN3,0
WIF1,0
NRXN1,0
HERC2P2,0
SDHC,0
LOC729815,0
NUDT9P1,0
ZNF484,0
CSNK2A2,0
POU4F3,0
NOVA2,0
GALNT18,0
ALDH8A1,0
TMEM151A,0
PCK2,0
UBE2D3,0
CATSPER2P1,0
REPIN1,0
VWA3B,0
CTSE,0
GPM6B,0
ARSI,0
SLC45A2,0
RPS14,0
COMMD6,0
LOXL3,0
PAIP2,0
LOC100996671,0
C3orf38,0
LOC101929084,0
STAG1,0
LOC102723838,0
E2F8,0
MAL,0
LRRC1,0
CDS1,0
LOC646938,0
CHP2,0
SRA1,0
NUGGC,0
B9D1,0
ZNF644,0
MLYCD,0
GPX4,0
HAUS7,0
ZNF451,0
SMC2,0
CLPTM1,0
BCL2L11,0
PIGA,0
TNFRSF8,0
HIST1H1E,0
TAP2,0
ZNF441,0
KCNK10,0
C1orf56,0
DSTN,0
DCAF8L1,0
RFXANK,0
OR2A42,0
NLGN2,0
ANKFN1,0
MOCS1,0
BRPF1,0
AP2S1,0
FFAR3,0
NLRC4,0
ZNF445,0
LOC101927421,0
DCX,0
PRKCQ,0
RPS6KB2,0
CLEC18C,0
ELFN1-AS1,0
C17orf58,0
APOBEC3D,0
ARTN,0
CCP110,0
ZNF615,0
TAS2R9,0
LYVE1,0
NUP85,0
PIP5K1B,0
POLQ,0
RNF14,0
NAPEPLD,0
CAT,0
C14orf39,0
KIAA1191,0
GINM1,0
ISG15,0
SEPT5,0
CKAP2,0
RAB39B,0
CFAP20,0
JAM3,0
MMADHC,0
HRH1,0
ADCK5,0
EIF5A,0
RPL7,0
PCK2,0
ASTN2,0
TCAIM,0
OR9Q1,0
CHRND,0
NKX2-8,0
LIN37,0
SSR4,0
BDNF,0
KRT8,0
FBXW5,0
HOXA1,0
SRSF3,0
LRRC25,0
LOC101929411,0
PELO,0
CLYBL,0
SUSD5,0
HERC4,0
CASQ1,0
FAM69A,0
UBB,0
SRCIN1,0
ZNF461,0
PPARG,0
RHOJ,0
ALKBH1,0
TPM4,0
KHK,0
SLC6A7,0
LILRA6,0
IRF6,0
SORBS2,0
SRC,0
PAICS,0
ERCC8,0
TRAPPC5,0
LYSMD4,0
DDX43,0
SP100,0
RAPH1,0
OR6C4,0
PAPLN,0
HEATR4,0
BCAS4,0
CSH1,0
OXCT1,0
IL17RC,0
TMEM181,0
SCAF1,0
LATS1,0
COL11A2,0
TAGLN2,0
OPN3,0
RAB36,0
WDSUB1,0
C2CD5,0
EXOSC7,0
GFRA1,0
ARHGEF39,0
SSX1,0
TMEM106B,0
HIKESHI,0
CLCN7,0
RPL10,0
NCKAP1L,0
INTS3,0
PLD5,0
ALX4,0
TAS2R14,0
OXGR1,0
GRM2,0
TMEM132A,0
ACSL3,0
LOC101928132,0
IL26,0
CHDH,0
ENAH,0
SCART1,0
DACH1,0
TAB2,0
MKL1,0
TSR1,0
CMTM3,0
POLE3,0
GRIP2,0
DCAF6,0
ABHD10,0
MEX3D,0
MGP,0
KIF5A,0
AFF3,0
CRMP1,0
BFSP1,0
FAM46A,0
CHRFAM7A,0
CAV3,0
ACADVL,0
CACNB4,0
FGA,0
FAM86B1,0
MYO3B,0
AANAT,0
ETNK1,0
SNX20,0
SGK1,0
TUBB2A,0
RFC4,0
MAP2K4,0
SPATA9,0
RNU11,0
VPS29,0
ZNF410,0
CHAMP1,0
PRAMEF10,0
TXNDC17,0
TRIM62,0
LOC650293,0
OR2A14,0
ZSCAN31,0
MMP21,0
DDT,0
RASSF6,0
CHRAC1,0
CD74,0
TNFAIP8L3,0
RABL2B,0
CHRNB2,0
PTPRH,0
LMAN2L,0
PRR5,0
RAD54L,0
OR8D4,0
LOC284244,0
SAR1B,0
LOC146880,0
MTFR2,0
URAD,0
RAB8A,0
FAM227B,0
JOSD2,0
RHOBTB2,0
GRM6,0
RALGPS1,0
AVP,0
SCART1,0
MCF2L,0
SOGA1,0
RPS6KA3,0
POLR1E,0
KIAA0101,0
SPDL1,0
NUDCD3,0
CACNB2,0
SLC7A6,0
HBB,0
FBXO32,0
CCNT1,0
LOC101927822,0
FABP12,0
PTPN1,0
ZNF398,0
CASP2,0
TMEM145,0
STAMBPL1,0
SOX9,0
GRIA2,0
TRAPPC6B,0
PRPF40A,0
LOC93622,0
KLHL31,0
RBM24,0
IP6K2,0
SAMM50,0
HSPH1,0
TSSK6,0
TSPAN7,0
HSPA8,0
ACADVL,0
EIF1AY,0
IL13RA1,0
SOCS4,0
DPY30,0
CDH18,0
CUL1,0
ZNF253,0
COMMD9,0
MIR3663HG,0
GSTTP1,0
NICN1,0
TGIF1,0
STARD5,0
CDKN2C,0
C1orf185,0
SLC5A12,0
TRIM8,0
CCDC25,0
EXOC3,0
NIPA1,0
ACOT9,0
GABRQ,0
CD163,0
CHD2,0
LINC00628,0
FTHL17,0
C11orf71,0
SGK1,0
CHRDL2,0
YPEL4,0
UBN1,0
LILRB2,0
GAS6,0
RALGAPA2,0
RAET1E,0
DLX5,0
HCFC1R1,0
SNX18,0
CDK9,0
CTU2,0
GAGE5,0
ARRB1,0
PHF20L1,0
STK3,0
DCHS1,0
CHST4,0
DOPEY2,0
PATZ1,0
STMN2,0
GOLGA6B,0
SPESP1,0
FAM102A,0
SNORA62,0
FASTK,0
RRBP1,0
NFS1,0
ANO4,0
CNDP2,0
TOP1MT,0
NUDT5,0
ZC3H6,0
ACSS3,0
UGT1A10,0
NR2E1,0
ZBTB14,0
PPIAL4G,0
EPB41,0
RPL3,0
BCL7C,0
TEX13B,0
GNA11,0
CARD9,0
GLIS1,0
TJP2,0
IFNA8,0
SLC6A12,0
RSAD2,0
LAMP2,0
NHLRC2,0
LRRC14,0
GRB2,0
MSMO1,0
COL6A1,0
TEX26,0
FAM129B,0
GTSF1L,0
TRIM49B,0
VWCE,0
SH3BP2,0
COLEC12,0
RP2,0
GDPGP1,0
OSM,0
TATDN1,0
WHSC1,0
SETD4,0
ABHD3,0
SNRNP48,0
UBE2Z,0
CD7,0
HBEGF,0
LOC100129316,0
SRI,0
CFL1,0
OGG1,0
VSIG1,0
GABPA,0
FEZF2,0
KIAA2026,0
IGF2,0
PIGA,0
C17orf107,0
MED29,0
PRKACB,0
MAEA,0
SENP6,0
BCKDHA,0
LINC01163,0
APRT,0
ANGPT1,0
SHROOM1,0
NFKBIB,0
FLCN,0
LINC01278,0
FAM19A4,0
TLK2,0
MFN1,0
CACNA1C,0
ALAS1,0
VRK1,0
EREG,0
ACCS,0
GCNT2,0
ATP6V1G3,0
B3GALNT1,0
ZNF326,0
EPB41,0
ANKRD34B,0
RBPMS2,0
RABL2B,0
WDR24,0
LARP7,0
DOK2,0
ZMPSTE24,0
NUAK1,0
TBXA2R,0
ZNF326,0
ZNF669,0
SLC2A7,0
EMC4,0
LOC101927331,0
SAAL1,0
TRIM17,0
DSTN,0
CPEB2,0
NPR1,0
TMEM106B,0
PSMB7,0
ARL2,0
MASTL,0
CNN2,0
NAP1L1,0
SH2D5,0
FCGR3A,0
FRMPD2,0
OLFML3,0
THAP1,0
RPL8,0
WASF2,0
L3MBTL3,0
DNAJC24,0
CAPNS1,0
EXOC6B,0
GSTT1,0
ENTPD2,0
FBXO33,0
REEP3,0
HOXD1,0
DFNA5,0
UQCRB,0
ILKAP,0
CDH24,0
DIEXF,0
TDP1,0
OR6M1,0
HEMGN,0
DSN1,0
LRRC39,0
PDE8A,0
CTAG1A,0
OR4F21,0
WNT10A,0
ZNF234,0
SLX1A,0
RPP25L,0
DTNA,0
TRAF6,0
SLC39A11,0
ZNF787,0
CTNNB1,0
ANKRD17,0
TCP11,0
MUS81,0
TRIM69,0
SCYL3,0
TRIM6-TRIM34,0
CT55,0
EPB41L4A-AS2,0
HS6ST2-AS1,0
HSF4,0
SERTAD3,0
SPAG9,0
RNF125,0
C7orf69,0
C1orf210,0
MEIG1,0
THG1L,0
MAGEC1,0
ABRA,0
EIF4G1,0
SLC12A9,0
POGZ,0
STK11,0
CLDN19,0
LOC105372672,0
RALY,0
RFX3,0
ZFYVE27,0
FAM177A1,0
GLYCTK,0
CYP2W1,0
EVI2A,0
LUC7L,0
PGGHG,0
NDUFA11,0
TPD52,0
CST3,0
LACTB,0
KREMEN1,0
ZNF691,0
CBY1,0
KCMF1,0
KCNH7,0
CLK1,0
BTN3A1,0
VCX2,0
CRABP1,0
XIAP,0
PPAN-P2RY11,0
NBEA,0
CD93,0
DNAH7,0
ELN,0
CYP20A1,0
KIAA2013,0
PYGO1,0
RASGRP2,0
SLC9A3,0
DNAL1,0
LINC00618,0
BPIFB4,0
BCL7C,0
GJA5,0
STPG2,0
OTX2,0
MINK1,0
TSPYL2,0
ASPHD2,0
OAS2,0
PSMA6,0
LOC101927835,0
MBD1,0
OR10J5,0
SCART1,0
CPNE7,0
BPIFC,0
MED4,0
PARP9,0
MBD2,0
SPATA13,0
MFSD4A,0
OR9G9,0
MGAT4B,0
RING1,0
MYF6,0
SMAGP,0
TGFBR3,0
ARMCX1,0
PIGG,0
AHNAK,0
HIRA,0
ABCA5,0
NOMO2,0
TAS2R41,0
CHRNA5,0
PSKH1,0
KREMEN2,0
NLRP7,0
PRPS2,0
TCERG1L,0
PADI3,0
BOP1,0
CHM,0
PTPRB,0
ATP5SL,0
FGFR1,0
ICAM3,0
APOA5,0
ZNF420,0
SLC2A9,0
SLC10A1,0
CCSER2,0
UBE3B,0
OGFRL1,0
POU5F1,0
FLOT2,0
SPATA8,0
TBCK,0
ARF1,0
DPCD,0
FAM180A,0
IGSF10,0
CLEC7A,0
MRPL30,0
LOC100505625,0
RPL13,0
AKIP1,0
GNAI2,0
LOC101929445,0
ALAS2,0
FOXD3,0
LINC01391,0
SNORD107,0
MFSD10,0
LAD1,0
BGN,0
FBXO22,0
C10orf107,0
ZNF99,0
PAX3,0
ADGRF1,0
PTP4A3,0
TMEM31,0
RORC,0
FOXO3,0
ZBED5,0
DDB1,0
GRID2,0
EDDM3A,0
RORA,0
MAST1,0
KAT5,0
CCZ1,0
LMX1B,0
IL2,0
ACTG2,0
CC2D1B,0
WDR34,0
GJB7,0
PAQR5,0
CORO2B,0
TDGF1P3,0
FAM161B,0
L3MBTL3,0
NNT,0
UTY,0
MLX,0
RBM12,0
FOXI1,0
ASPDH,0
DNAAF5,0
PRDX1,0
TEX19,0
LOC100506937,0
CA3,0
NAB2,0
PDLIM2,0
PAPPA2,0
CRYM,0
BMPR1B,0
SP2,0
PGK2,0
SPI1,0
ARHGAP17,0
SLA,0
SCRT1,0
DICER1,0
ZFP30,0
GPC2,0
SACS,0
SDF4,0
P2RY2,0
TTC32,0
KIF25,0
IRAK4,0
CLEC2A,0
PIK3CD,0
PSIP1,0
NLRP1,0
COL4A2,0
C9orf170,0
USP8,0
NKX2-4,0
AP5B1,0
MUSTN1,0
NRN1L,0
GPR39,0
TRPV2,0
ZDHHC9,0
CD86,0
LOC100506885,0
LCK,0
USMG5,0
LOC101928475,0
ZNF354B,0
NFKB1,0
LOC100507464,0
OSCP1,0
SASH1,0
SYNPO2,0
RPP30,0
CES5A,0
ATF7IP2,0
TDRD1,0
TRAM1L1,0
SALL3,0
KRTAP12-2,0
ST6GAL2,0
RPL27A,0
TMSB4X,0
ST6GALNAC4,0
FRY,0
ADPRHL1,0
LFNG,0
ASCL4,0
TCF21,0
TNFAIP8,0
DDX28,0
DSC1,0
KMT5B,0
IL1R2,0
CARD18,0
KCNIP4,0
IQSEC1,0
CCL8,0
SSX5,0
GABRA3,0
TTC22,0
LEPR,0
UBXN4,0
MDC1,0
P4HA2,0
BCL2,0
ARL4C,0
OPA1,0
RFK,0
PRR23B,0
CRTAC1,0
KLHL14,0
CLNS1A,0
SLC35C1,0
RAF1,0
ZNF257,0
NFASC,0
OCIAD2,0
GALNT9,0
ELOVL4,0
ATF1,0
MAGEH1,0
NKX6-3,0
FBXO11,0
EIF2B1,0
MKRN2,0
EFL1,0
SLC22A10,0
STAT3,0
OR52K2,0
SIN3B,0
NLRP3,0
SERPINE3,0
PTPRT,0
GGA3,0
MIPEP,0
TACR1,0
ADRM1,0
PATE2,0
AKAP11,0
SCN1B,0
HLA-B,0
LOC100130417,0
PSMA8,0
PCDHB17P,0
LINC00999,0
GGA3,0
DKFZp451B082,0
MYH13,0
LIMCH1,0
RNPS1,0
SOS1,0
KARS,0
LRIG3,0
FER,0
TPTE2,0
KCNH1,0
AXIN1,0
C1orf50,0
CFHR1,0
KPTN,0
CHRM3-AS1,0
CP,0
STAT1,0
SLC5A12,0
ETS1,0
TCP11L1,0
RBM7,0
TRBV20OR9-2,0
EEF1AKMT1,0
CLU,0
FOSL2,0
OR4C12,0
PSMC3IP,0
TUB,0
PHC2,0
KIAA1217,0
KIR2DL5B,0
MSRA,0
SPSB3,0
NUDT10,0
GTF2H4,0
SMPDL3B,0
KISS1R,0
BTN3A3,0
F8A1,0
GPD1,0
COL6A3,0
USP21,0
VCX2,0
CCDC178,0
PGBD2,0
SPAST,0
HSPA4L,0
ZMIZ1,0
KLHL5,0
PRKAR2A,0
DSE,0
TMX4,0
C22orf31,0
MIS18BP1,0
CMBL,0
ANAPC11,0
GPR137,0
LINC00841,0
CDK11B,0
GTSF1L,0
CHORDC1,0
RB1,0
LOC100996338,0
LIN52,0
ENOPH1,0
TRMT13,0
SAXO2,0
MORC2,0
MED23,0
PDLIM5,0
RHOC,0
ZKSCAN5,0
DGUOK,0
GAA,0
NPTXR,0
THAP4,0
SPRY4,0
TMEM255A,0
NR1H2,0
HPGD,0
PPP1CC,0
ADAM12,0
EBAG9,0
PSMD1,0
LRRC47,0
RAB28,0
TNFRSF18,0
CMAS,0
ZBED5,0
HS3ST3A1,0
DPRXP4,0
RPP30,0
ELANE,0
COPE,0
BCAS1,0
SPDYE8P,0
NMNAT3,0
NANOS1,0
C6orf25,0
NR2C2AP,0
SLC6A9,0
SPN,0
AFF1,0
TBC1D9B,0
GUCA2A,0
SDHB,0
SIPA1,0
PPFIA1,0
MIOS,0
SOWAHC,0
CIDEC,0
CD163L1,0
OSCP1,0
ZNF491,0
HMGCR,0
LOC101926959,0
BBS7,0
GPER1,0
GSN,0
TSPAN4,0
C5orf51,0
HARBI1,0
KLF3,0
ELF4,0
NUDT4,0
FAM124A,0
GAB4,0
MRAS,0
NUDT9,0
GDF1,0
ANKRD13C,0
TMCC1,0
LANCL1,0
GAS2,0
OOSP2,0
FAM24A,0
TBRG4,0
PCSK1,0
TMEM70,0
NPPC,0
FAM89A,0
CMKLR1,0
POLD4,0
DLK2,0
GPAM,0
GCNT1,0
SGF29,0
PCDHGC5,0
MRPL4,0
LAMTOR5,0
C1orf116,0
SLC30A9,0
LOC105372520,0
CFL2,0
COL9A2,0
RAX2,0
PLD3,0
PSPC1,0
GLRX2,0
GTF2A1L,0
NFATC3,0
RBM8A,0
RPL18A,0
ANKHD1-EIF4EBP3,0
TMEM164,0
ERCC6L2,0
HAVCR1P1,0
MCAT,0
EPN2,0
SNAPC2,0
UFD1L,0
ST7L,0
TGIF1,0
MBP,0
NFYA,0
EEF1G,0
DNAH1,0
PGM5,0
NUDT17,0
TNFSF4,0
LOC105379298,0
NTN5,0
INSL4,0
PKP3,0
SNRPN,0
APBA3,0
HHATL,0
YTHDF3-AS1,0
PDGFA,0
DSP,0
IGFBP2,0
PEX19,0
CYLD,0
CAMSAP1,0
FREM2,0
CALCA,0
FAM19A4,0
CASP4,0
ALDH9A1,0
RAB4B,0
F7,0
N4BP2L1,0
SYT1,0
TBC1D23,0
SLC25A43,0
MOXD1,0
TNFSF8,0
RBM14,0
TRIM10,0
LYPD5,0
ATXN10,0
RABEP1,0
RYK,0
ZNF286A,0
TTLL2,0
BCAN,0
SIRT7,0
KREMEN1,0
FANCD2,0
RAB38,0
LYZL6,0
PCDHB9,0
ZDHHC11,0
BANF2,0
CCNG2,0
ARHGAP42,0
UFD1L,0
SRSF5,0
MYL7,0
MCMBP,0
MAPT,0
PLA2G2F,0
ECE2,0
SOX2,0
INSRR,0
RAB18,0
SLX1B,0
ENKUR,0
CCL2,0
PTDSS2,0
NEUROD1,0
LOC101927363,0
ADGRV1,0
GPR137B,0
TRIM66,0
TRPC5,0
GNB5,0
CRISPLD1,0
TGFB3,0
IGDCC3,0
DDX52,0
SLC28A1,0
ATOX1,0
GREM1,0
TEX28,0
C18orf25,0
CCT6P1,0
PNMA6A,0
SIPA1L3,0
BMP8A,0
CFAP44,0
GNAO1,0
PHOX2B,0
FCF1,0
DCLK2,0
CRYGA,0
MLLT11,0
TBX1,0
SH3BP5,0
VASH1,0
PSME1,0
ZBTB24,0
NFATC1,0
NLRP8,0
LRRC2,0
JAM2,0
MYZAP,0
CACNA1A,0
CTDSP1,0
ALDH1B1,0
MTHFD2,0
NLRP8,0
ALDH8A1,0
LOC105375847,0
ALDH16A1,0
PLPPR5,0
TCERG1,0
MAU2,0
TTTY6,0
OPRK1,0
UBLCP1,0
C2orf50,0
LL22NC03-75H12.2,0
DOHH,0
SDPR,0
GIMAP6,0
HIPK1,0
TMEM245,0
UBE2V1,0
PWP2,0
GPHN,0
SPESP1,0
C1orf94,0
SLC26A6,0
STKLD1,0
SIRPD,0
TUBB4A,0
LDHC,0
LLGL2,0
UCHL3,0
IQCK,0
RRBP1,0
WDR82,0
SLC25A26,0
ST6GALNAC3,0
TAAR1,0
EVI2A,0
FGF6,0
CEP63,0
FLI1,0
TMEM246,0
LEPR,0
RNASEL,0
HYAL1,0
TERF2IP,0
PRTG,0
KLF8,0
ITGB7,0
PRPF18,0
ELMOD3,0
IKZF2,0
LOC101928596,0
UGP2,0
GNPTG,0
LINC01186,0
SYNCRIP,0
SLC26A11,0
GGA3,0
MEI1,0
WBP11,0
ZNF624,0
GCC1,0
C9orf85,0
SCG2,0
CLPS,0
IL15,0
KRTCAP3,0
DHX29,0
RNMT,0
PSG7,0
ZNF570,0
TEX264,0
APOPT1,0
SBDSP1,0
ASB15,0
AKAP17A,0
QTRT2,0
CCDC62,0
FDX1L,0
MIEF2,0
WDFY3,0
TRAF5,0
NTN4,0
PCSK7,0
CACNA1F,0
ZGPAT,0
MVB12B,0
MAPK8,0
SARAF,0
ALG14,0
TMEM191B,0
SPRR2F,0
DUS3L,0
HPDL,0
LRRC20,0
CDY1,0
SCN3A,0
ZNF704,0
SMG9,0
SP140L,0
XPNPEP3,0
PSG8,0
HCFC2,0
LOC101927248,0
PABPC3,0
MEF2D,0
CACNG2,0
SOCS5,0
CGB7,0
ATXN3,0
NBPF15,0
STIM2,0
NOS3,0
ZNF497,0
PCDHGA9,0
ULK3,0
ME1,0
SETMAR,0
LRFN5,0
EPN1,0
NXPH2,0
SAPCD1,0
HSPA12B,0
LOC100128651,0
MAGEA8,0
SLC36A3,0
PCDHGA3,0
SLC17A6,0
COL11A1,0
MACC1,0
SLC2A11,0
PLA2G3,0
MXRA7,0
GEMIN8,0
CASP1,0
MFSD6L,0
KRTAP9-4,0
SSR2,0
SNORD35A,0
LARP4,0
GPR162,0
UBE2N,0
NR2E1,0
TRADD,0
CASQ2,0
C1QTNF2,0
SYPL1,0
EYA3,0
GSX1,0
GUCY1B3,0
UQCC1,0
CSHL1,0
PTGES3L-AARSD1,0
GATAD2A,0
HSFY2,0
FUCA2,0
FKBP1A,0
CLRN2,0
SCP2,0
CEPT1,0
FUT8,0
FAM24B,0
AKTIP,0
SLC26A6,0
GRHL3,0
HOXD11,0
FBXO48,0
OR2A20P,0
UVRAG,0
MISP3,0
HIRIP3,0
SBF2,0
LOXL1,0
GRN,0
CSNK1A1,0
LOC100130817,0
LRWD1,0
NDOR1,0
ADPRHL2,0
CCDC54,0
SLC22A5,0
AKAIN1,0
C9,0
TDRD1,0
NKD1,0
SPATA5,0
AARD,0
CPNE7,0
DSCAM,0
G3BP2,0
CBX3,0
RGPD5,0
RANGAP1,0
PLPP5,0
TOM1,0
PPP1CB,0
ADORA1,0
STATH,0
CFH,0
GRIN1,0
RAB28,0
ZNF165,0
CCDC182,0
PGAP2,0
CACHD1,0
IFT80,0
MYOF,0
ATG9A,0
BRAP,0
USHBP1,0
FAM111A,0
DEK,0
NXNL2,0
HOXA13,0
RBM18,0
NTSR1,0
NDFIP2,0
GFM1,0
GIGYF1,0
C11orf70,0
MELTF,0
LAGE3,0
CYP4X1,0
KANK2,0
MAP1LC3C,0
SMS,0
PRKDC,0
FIS1,0
EGFL6,0
NTF4,0
TESK2,0
GCG,0
TSPY26P,0
DBF4B,0
ANGPTL1,0
PALM,0
THOC6,0
CHRM5,0
RBMY2FP,0
MCPH1,0
NFE2L2,0
B3GNT7,0
SMG5,0
ADORA1,0
ISCA1,0
FOXM1,0
LOC100996345,0
FAM109A,0
SPTBN1,0
HIST1H1D,0
LSM1,0
PRPF38A,0
CT45A5,0
HIST1H2BL,0
GABPB2,0
PEG3,0
TTBK2,0
HFE2,0
L3MBTL3,0
IL37,0
LSM8,0
SHISA2,0
RNF213,0
GSTP1,0
PCDHGC3,0
OSBPL9,0
FHL5,0
TYRP1,0
CCT7,0
THBD,0
FXYD3,0
BIN1,0
MIER1,0
GNGT2,0
MBOAT1,0
EPC1,0
PTP4A3,0
S100A4,0
DNAAF5,0
CCDC47,0
DGKZ,0
ATG3,0
MOB3A,0
RBPMS,0
POLR2F,0
KIAA0922,0
MCM8,0
DNAJC25,0
RSPH10B,0
ARHGEF39,0
LOC100506368,0
PCSK1,0
LOC100128993,0
RPL38,0
THAP6,0
OR2M3,0
DNAH10,0
ZDHHC6,0
FGFR1,0
BTG3,0
ABT1,0
NOL9,0
SBK1,0
OVCH2,0
ENOSF1,0
IL17D,0
CDC42,0
DTNB,0
FIGNL2,0
NLRC5,0
MBP,0
MRPL18,0
ZNF436,0
TTF1,0
GPR162,0
SULT1E1,0
WDR1,0
FERMT3,0
SBF2,0
EMC2,0
NRDC,0
RGR,0
CPNE1,0
SPATS2,0
ZNF28,0
RBMY1A1,0
STOM,0
TM4SF18,0
CTRL,0
TMEM39B,0
YARS2,0
TAF13,0
CAPRIN2,0
PROSER1,0
FCRLB,0
AES,0
HDAC5,0
MARVELD3,0
TCEB3,0
DCAF1,0
ZFYVE26,0
CPT1C,0
AOAH,0
BBS9,0
TAF7,0
CLEC4G,0
TDRKH,0
SEH1L,0
CASP6,0
CLPP,0
C17orf58,0
LOC388813,0
CENPE,0
LOC729950,0
PSMB11,0
ITGB5,0
FBP1,0
OPHN1,0
HIST1H1T,0
CAPRIN1,0
SPATA13,0
HIF3A,0
EIF4E2,0
MEG3,0
PREP,0
ANAPC16,0
PSG7,0
LOC101928009,0
EPRS,0
KCNA6,0
CELF2,0
DLGAP1,0
BCAS1,0
VCX2,0
PGLYRP2,0
MORN4,0
PRKCE,0
SERPINA6,0
ILK,0
C19orf48,0
PPM1L,0
NDUFV1,0
WNT16,0
MYO1C,0
ATP11AUN,0
TIMM23,0
ZNF576,0
RPL41,0
OR4Q3,0
POLR2J4,0
ALDH6A1,0
KCNS3,0
MATK,0
WHAMMP2,0
DNAJC30,0
C1S,0
NDUFB4,0
CSK,0
ANGPTL2,0
RASSF4,0
DDB1,0
C21orf33,0
PSME1,0
GPR61,0
PPP2R5E,0
ITGAE,0
RPL23AP7,0
POLR2H,0
PTPRJ,0
RPS6KB2,0
NPTN,0
PCDH12,0
NCAN,0
MFAP1,0
ACOT7,0
ZNF121,0
LILRA5,0
IL22,0
CASP1,0
CGRRF1,0
FAM209A,0
BICD2,0
NDUFB3,0
SLAMF1,0
DHX16,0
EPHA6,0
TMEM54,0
NFE2L3,0
FAM208B,0
GPR84,0
RNF6,0
RIF1,0
BZW1,0
CLIC4,0
OPN1MW,0
TPTE2,0
TNS3,0
MRPL44,0
ARID1B,0
TMEM120B,0
CYMP,0
BIRC3,0
ACYP1,0
NR1I2,0
NEFH,0
FLT4,0
XKR7,0
TOP1,0
SMDT1,0
HMGN4,0
PTX4,0
BDH1,0
PPP1R14B,0
